tweet,class
  a hour youre home and chillin and im working pussy ,2
 lmaooo fag,2
 bitch pussy,2
   god forbid she actually voted to give people affordable insurance rates. that bitch teabag,2
 k bitch ,2
 ok faggot ,2
 and bullying i didnt know u could bully over the internet and the bitch came at me so idk why u in my mentions bruh,2
 yo girl whats yr potential i wanna retard it,2
  no bitch lol,2
  the only place for a ho in the garden,2
 pudding it right in her pussy,2
 right in the fucking pussy,2
 hey im still on lambdamoo. and it really is empty nobody to talk to except that asshole bird...,2
 feels like a video a band would pussy out on releasing. thank god spiritualized is still around to make up for it all.,2
 real girls like impress me bitch ,2
  bailey is gettin pussy,2
 im on my way to the gym already but thx bitch,2
  so when a ce season comes around its time to be a hoe,2
  and youre a hoe,2
 bitch where you goin,2
 bitch where you going,2
 hoe,2
 k bitch niggas,2
 being a stupid bitch apparently.,2
    indeed i did nigga is too over used so i use nigger,2
 ......bitch  yeah it was me.. caught me red handed sorry ,2
   fuck olive that bitch,2
  bitch look like she gon blow away fr,2
 they already have. are you retarded,2
  crazy bitch why,2
" 
are you sure you aint colored",2
 lol i dont got nothin against nobody witta man. im just sayin summa these hoes be lyingggggg,2
 ayy might as well get. fat hoes dont even like abs nomo they like balla bellys,2
   bitch no u not u look like a full breaded cracker,2
   yea native and black proud then a bitch,2
 and how is that what im suppose to go for the team who beat us thats retarded,2
 really u use in another nigga name and u follow a nigga who doesnt fucking like you your a faggot kok eyed mother fucker,2
 then bitch how about u go read wtf i put then,2
 i never played halo too busy slaying bitches,2
 dgaf hoe,2
 i wouldnt know cause i dont fuck with these hoes,2
 lol its hoe bitch ass,2
 that hoe over there,2
 boooooi thats tmi for these hoes,2
 ,2
   my bitch doesnt even know you so wtf r u talking about nigga stop fucking dreaming,2
    somebody whos that much of a moron and a pussy doesnt belong on the force.,2
 is it full of niggers,2
    lmaoooo that hoe look like ,2
    naw he should drop that bitch off in south dallas with the rest of the homeless dogs,2
    tell me this nigga aint purple then a bitch nigga not black ,2
   mammy push you out and had a white baby like a bitch,2
    big bro thought he was on house pa pajama jam like a bitch ,2
 like bitch and a gram,2
 lol i wouldve beat that hoe up,2
 yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird,2
 young thug aint earn his strips yet lol just a few k bangers. wiz can do dat cuz he not a lil nigguh of the rap game lol,2
   i just dont wanna get looked at funny when i say nigger in public...,2
  basically any foams over a  ugly... all dem bitches look big long an floppy nh,2
    the nerve of these hoes,2
 baker planted an m in that bitch. when white guy lights the wick... ,2
 monkey amp his cigarette. hes dead serious ,2
  so you was in a female dms talking to another nigga... youre a faggot b,2
  tell me how that sounds stupid you were pretending to be a female and talking to a guy. you a faggot,2
  what do you mean nice try im right nigga. you a faggot. if you wanna argue bout anything else continue,2
 your bitch in houston,2
 my boy said this last night. ill be in the gym bc i refuse to be sloppy like these bad built bitches lol,2
 oh bitch ... i just saw your instagram post and i screamed,2
 rate my hoe ,2
 that hoe suck,2
 i learned from the great asia torres  take notes bitch ,2
 eew bitch get out of my carrrr,2
"  
see dis what happens when a colored man move into  neighborhood. he aint been sick fo  days",2
  and i really be thuggin wtf i look like hanging around some lil chipotle jamba juice ass bitches like  ,2
 home of that one hoe katrina,2
 shuddup hoe,2
 ion have a fb niggas on twitter aint worried about me amp them ig nigga foe everybody so try again  my bffl got the hoes,2
 fuckin bitches talkin shit bout to get hit.,2
 shoulda came to my familys dinner tonight....we talked about shitting and negros.,2
" 
i see da dayd presidents coz my bitches and hoes be makin money day way",2
  im going to miss that big nig,2
 lol  all the kids that act redneck in oviedo,2
 bitch,2
 bad ass bitch,2
 lmaoo boy how you think benny heard it lol i was blasting that bitch,2
 yea ima spin on yo hoe at about  after ,2
 bitch you outta line,2
   r u still talking smh bitch idgaf what u is stfu talking to u just going around circles,2
  fuck up hoes meaning stfu hoes lol ,2
  fuck up hoes,2
    top notch bitches,2
 if youre concerned about how much your lady makes then thats some bitch shit to me and you need your ego stroked,2
 faggot,2
 ok hoe,2
  yas bitch . dont have too much fun,2
 by not being an unloyal retard,2
 whatchu gon do bout it bitch,2
 i swear this is just disgraceful like a bitch line a really be dry all day ill only get emails from pacsun  ,2
" allah can kiss my ass
and yes muhammed was a bitch just like osama binladen",2
   my name is ollie bitch,2
 pau pissed me off like boozer pissed off bulls fan...  soft faggots,2
 simmons acted like a bitch when doc left for la.. ,2
 its twitter.. thats what folks do.. same folks be mad when someone calls them a nigger on here..,2
 thank you so much. it was a bitch move of her to pull. but thank you ,2
  fuck my tight pussy until im dripping wet,2
 haha you bitch  really tho it will be good to catch up yo  it was pretty fun last time we chilled,2
 yo nig your a cheeseball.,2
 ouuuuufffff you will see pussy,2
 karma a bitch bruhh,2
 i dont fight bitchez. they bitch during it to much.,2
 not a bitch thats for sure,2
 ur a cunt nd a wish a was a faggot,2
  no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me,2
 retard ale,2
 playas fuck up too lmao but thats like on trash forreal you a crazy one i see ,2
 that spear chucker hell no.,2
  i blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan,2
   we should play together soon ive been playing with random faggots but its fun,2
 at least put a caption when stealing the pic fag lol,2
 looks ghetto as fuck,2
 amp th my guinea pig will haunt you,2
 he is a pussy an wouldnt show up bro,2
 do it you pussy,2
 shut up. and miss you too fag,2
 hotter than a pussy in a pepper patch....who makes this shit up anyways...,2
 lemme cheer you up bitch,2
 lets hang out nigger,2
 i dont care if its a saying calling someone a bitch is still calling someone a name.,2
 ok ill sink to your level... youre a special kind of bitch arent you ,2
 . knew he was gettin pussy later . he yakked . you look stoned as hell ,2
 fucking bitch,2
 lmao fucking bitch ima whoop you like a did yesterday but im trying to update the roster you down,2
  its that puff pass it porn up on the tablet run up to bitch with assless chaps swearing that im catholic,2
 bad bitches only,2
 all the real gangsters knoww nate aint never loved no hoe,2
 monkey dong,2
  bitch you subtweeted him,2
   fuck yeah and hot big blk boots. this scally lad would get it.,2
 im dumb then a hoe haha i already lost that thing ya gave me today ,2
 haha them hoes only go hard when a nigga stooooned lol,2
 them bitches smell like my fa i been holdin in since th grade,2
 too bad bitch you in this shit forever ,2
 uhh no bitch i never overplayed itv,2
 yeah some niggas are straight bitches.,2
 yeah....but your the one who wanted followersyou gotta work it bitch,2
 is a fag,2
 dykes arent even human tbh like what empowered them to dress like a man but like bitches some alien shit,2
 if bitches tryna step to us ,2
 sameeee bitch asss lol,2
  yall tryna fuck my bitch after the game or nah,2
  yeah if you get in trouble its less than a . percent chance that its a mistake. so youre a fucking retard.,2
   they do. why else do teachers constantly bitch about pay,2
 you got all the bitches though.,2
  she said its ok if u let ur man punch u in ur pussy as long as he makes u cum,2
 he scared of pussy,2
 nice profile pic fag,2
 im always a call away if ya need me nigs,2
 because its retarded. lol jk were the same,2
 ehh it was tough but yeah. lol jk of course niglet,2
 pussy put yo ass to sleep now im calling you nyquil,2
 dont be a pussy just talk to her more and be more of a friend so it doesnt seem as hard.,2
 bare ass me again i cunt hear you,2
 aye hoe,2
 eff dem hos.,2
  jessica im not afraid to slit your throat tomorrow,2
  the fuckin pussy makes fun of people all day on the radio someone calls him a creep and he blocks them.,2
  like i said pussies.,2
  bitch. ,2
  long tittie no nipple havin ass bitch,2
  at least that one dude had the guts to  me. if you dont like my opinion qquit being a bitch and keep scrolling,2
 ima call you of a different number cuz moms still on sum hoe shit,2
   joey r u a retard its about the defense and we only allow an avg of like  point so u really need to,2
 ill fucking merk a bitch dude dont fuck with me,2
 ur welcome u bitch,2
 fuck it hoes will be hoes.,2
 please no more like that snob elissa. rich bitches suck,2
 you better of called that kid a pussy,2
 pussy,2
 bitch,2
   bitch what huh nigga am not gonna do damn thing sir this my page oh what u forgot,2
   shut yo cracker jack buck teeth ass am a native and a nigga the best kind,2
 xbox live fags,2
 youre also a better little bitch,2
 thats my nig nog,2
 bitch im starving,2
  bitch yesssss i make girls mad ,2
   you couldnt handle iowa pussy  here kitty kitty kitty  ,2
  let these hoes be great,2
 lmfaoooo im tryna see how many hoes i can lure in,2
 fag lol,2
"   ltltlt getting his ass pounded amp loving it 
im done with this gay whiney bitch. next......",2
 for real. lil bitch.,2
 i understand why everyone loves pussy,2
 can a quote this and tag a bitch,2
 only bad bitches in roe r u amp ,2
 honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level,2
